"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11"
-3.58945451695319,2.11125544352915,0.833278977850693,-0.398968610830196,0.0138637040738976,-1.12756197120258,-0.804272741961714,-1.77326645718602,1.13088915583589,-0.314378716620172,0.108783148663919
-1.74697420501579,-0.16194860749748,0.934846971093739,-1.2175058002852,0.260768113961596,1.27881348378445,-1.32366501609609,-0.553563545636326,-1.21168676167902,0.412996871480168,0.361183818247463
-2.44125023611921,-0.314821164125433,2.87196111952493,-0.854609998598034,0.335112524537263,0.126123804976821,-1.1504800311928,0.510623924136266,-0.344357124897152,-0.21550455771538,-0.0256496706401886
-3.27985686541625,-0.760492939866231,0.828671024059996,-0.486127484645062,0.149019860919556,1.07878812181509,0.161504913572477,1.01180403675142,-0.724951857626461,0.12528715656067,0.13327428490768
-1.85623481672815,0.00406736457053911,-0.242919033387329,1.23057966770473,-1.5632406840635,-1.99876032351857,-1.01283436211358,-1.30152431344027,-0.0277273628314778,-0.0995050521355002,0.113506394889208
-1.39024444056198,-1.19176890708443,-0.25156974946556,0.893273156377909,-0.249804489264633,-0.422075091029128,-0.779909837007045,-0.552278387558944,-0.353965963233164,0.149403213701929,-0.0558738095521989
-4.03555963882517,-1.07336701287759,0.0512350413004879,-0.164198907254993,0.199750551135809,0.287632082927875,1.00911055934088,-0.30862132968337,0.271097350375227,-0.308841258803207,-0.285089083339605
-2.79571820708193,0.979835717434546,1.36164921504412,2.55701434747628,-0.312986647485748,0.359576092799305,0.0939572420349051,-0.00500906531321204,0.158834763794599,0.323540669166716,0.326571471840631
-0.169039608312895,0.415397777589518,-0.194209213307324,-0.258456463154201,0.704676523895269,1.55303563899435,-1.09857636170391,-0.719326958275683,0.771174505846258,-0.509111747894959,0.205741229255227
-2.76079900325515,0.55613741554796,1.50662946455738,2.18661542027627,1.13389959062378,0.504423940908634,0.0109823248945998,-0.542910881421265,-0.0635553169334773,0.364506940671751,0.0337761471860667
-3.7616790399013,-2.30705628140848,0.234662318892744,0.167505125844738,-0.187715333717241,1.01285717662484,1.03826624849688,0.32784745890413,0.293416954250433,-0.396797336248802,-0.534315292637115
1.98798364151948,1.34903819133166,-0.498340134594319,0.365087722597004,-1.57588735006166,-0.46486750728342,0.166200768061396,-0.991634616098205,-0.78097843147885,-0.488212803144868,-0.400932154163129
-2.7666538954204,0.549076342576488,-0.884154987172593,0.711066281720486,-0.612620220594947,-1.36484616815732,-0.220573605773641,-1.15528911191748,0.156087200489184,0.276360097403586,0.325534698351557
-3.64398779764857,0.762691307925558,-0.49520607728037,0.157614238909462,-0.00531279259248285,-0.777232348914619,-0.0145780139680501,-1.2388078367553,0.728434095666441,0.109453179767129,0.0390277930060707
-3.28798417042349,-1.53783768934843,0.806498395138572,-0.103698997421956,-0.504942664191402,0.873839327054934,1.54773920397483,-0.0312193228160699,-0.249075961361373,0.0594289584249907,0.0163613134591876
-0.751823397670174,1.23646188063208,1.21457620270172,0.15464965434437,-0.729735964735865,0.103998795458091,-1.26382606859419,-0.126876132186982,-0.752598360099449,0.470462759158079,-0.186666073218867
-2.21881152897428,-0.325249052166394,0.00685294122824651,1.43515046619945,-1.00092187042522,0.219475227948858,-0.415818629044169,-2.57140521045236,0.544300532122794,0.571336974524614,0.0658195861453429
-1.97363058544406,-0.459711006383057,1.04588546760694,0.85600879058768,1.40713433540424,-0.721168981966216,-0.284172788377401,-1.00707538245171,0.200464987950714,-0.0509121835940658,-0.442907766336874
-2.40587122920281,1.20525068741324,-0.697465122274546,0.736528379165264,-0.229621219998026,-1.37696575057808,-0.0360094421607286,-0.498902386715327,0.121506745623616,0.382307969530502,0.065616282936317
-2.9420762993408,-1.12823309841101,-0.413212381888165,-0.254475361569428,0.847044405548677,0.102654389907876,0.316014937716088,0.561261438382889,0.274781108719677,0.337708495483012,-0.148193031664679
-2.9524146436449,-0.176700069594652,0.813328029893523,-1.58536208869866,0.139665966700358,0.42020842500695,-0.934022797513254,-0.965940482485688,-0.0275848822299083,0.0494288502040567,-0.0765157557831564
-4.01392846448419,-0.208606519009039,-0.865844612166505,-2.20128511298327,-0.123322871139275,0.277283101785326,0.246909338995717,0.555046068493948,-0.955115522241543,0.0491102198439892,0.0691644573676203
-2.02038894545224,-0.861198454050716,-1.09955628209384,1.10291485115428,0.731446374463881,-1.24148059193631,0.0624948965805986,-0.258827131544322,-0.0551525226627466,0.0288047079604321,-0.184540742999326
-2.67234796322024,-0.63287364938497,0.595742096095935,-0.983195430217644,-0.41020057930425,0.767625931454231,-0.947300143345389,-0.983021449315808,-0.496675439736309,0.420352520291441,0.238323284555358
