"popularity","acousticness","danceability","duration_ms","energy","instrumentalness","liveness","loudness","speechiness","tempo","valence"
31,0.00892,0.566,322105,0.879,0.36,-1.95192822138088,-1.64618032883796,-2.20727491318972,76.01,0.295
35,0.0564,0.665,360442,0.65,0.447,-2.31973125182902,-1.89286334738342,-3.39620984015112,100.014,0.3
44,0.0188,0.538,348053,0.742,0.09,-2.59160138845896,-1.99364650458727,-3.27016911925575,82.261,0.273
35,0.0177,0.829,394013,0.263,0.0435,-2.4937455984552,-2.31147385687909,-3.27809518452817,104.992,0.357
37,0.635,0.581,369147,0.374,0.937,-0.999672340813206,-2.38086638419554,-3.4673371841667,51.761,0.0399
45,0.95,0.45,202147,0.278,0.646,-1.68739945390381,-2.42825403662343,-3.38139475436598,108.004,0.0421
25,0.00499,0.594,204800,0.871,0.388,-2.3697938426875,-1.51496138624367,-3.1677075382938,150.009,0.63
36,0.0196,0.728,232500,0.896,0.252,-2.29263476214088,-1.66274187597682,-2.84731226843572,128.001,0.269
31,0.00694,0.637,175983,0.708,0.142,-1.06711362160874,-1.98251423622477,-2.53451715034133,99.987,0.733
30,0.0197,0.774,243837,0.606,0.438,-1.82635091399767,-1.90285811766242,-1.70374859190534,74.99,0.375
27,0.0749,0.592,314561,0.93,0.000654,-1.41881755282545,-1.12372695503312,-2.80346038590687,100.023,0.473
26,0.0044399999999999,0.701,331000,0.607,4.09e-05,-3.13960264397369,-1.6526739624132,-2.9058915695542,127.979,0.342
54,0.00244,0.651,179630,0.93,0.393,-0.699165252885508,-1.58222514021027,-1.39432653281715,125.026,0.0996
36,0.00584,0.499,187733,0.608,1.68e-05,-2.00991547903123,-1.94129364243477,-2.68677806582667,75.039,0.0724
36,0.23,0.404,458667,0.61,0.949,-2.29263476214088,-2.34843716822652,-3.30497852392161,179.938,0.2
34,0.00162,0.356,191573,0.917,0.803,-2.433833379604,-1.98674568899273,-2.51207231786077,110.192,0.799
37,0.0863,0.771,180004,0.959,0.436,-2.92620621090538,-1.4409664294429,-2.86120138059638,139.952,0.663
47,2.33e-05,0.416,275200,0.925,0.838,-2.07944154167984,-1.57942402762961,-2.57308234069173,74.99,0.0971
26,0.0206,0.792,192323,0.969,0.00869,-0.440056552877783,-1.51655730537516,-1.97328134585145,145.069,0.667
66,0.0874,0.525,252280,0.741,0.147,-2.14558134418438,-1.78034164211998,-3.47054745979695,117.031,0.179
50,0.0128,0.922,245947,0.701,0.000822,-2.3633972323908,-1.88323195388885,-2.44414865731583,101.996,0.54
45,0.0193,0.511,196800,0.596,0.000704,-2.48410696961744,-1.71565697162171,-2.93746336543002,124.964,0.0814
30,0.0553,0.557,336413,0.778,0.783,-2.30960970793101,-1.83451897594623,-3.38434026459573,90.97,0.26
40,0.000744,0.632,300414,0.93,0.000373,-1.74869997976761,-1.65741990441855,-1.48722027970985,145.035,0.251
41,0.113,0.404,294013,0.677,0.508,-2.90772139623128,-1.77369142459805,-3.25969781938846,82.022,0.165
46,0.0116,0.377,447427,0.65,0.827,-1.06131650392441,-2.17414640393434,-3.56136613381498,101.547,0.0978
33,0.000417,0.466,290827,0.828,0.205,-1.09362474715707,-1.99146361691902,-2.9603651297167,104.495,0.299
39,0.237,0.586,222136,0.712,0.971,-2.4013010659332,-2.14990084273182,-3.46413718143603,136.037,0.178
30,0.00212,0.413,220800,0.857,0.92,-2.32176791241082,-1.707006835948,-3.03239625792558,100.095,0.073
51,0.102,0.736,453507,0.401,0.293,-2.36659042296996,-2.24302365903104,-3.04492251774476,100.008,0.0543
70,0.0427,0.817,224693,0.716,0.00263,-1.02722229258144,-2.07219585413793,-1.93794197940614,123.475,0.692
39,0.00442,0.509,270965,0.904,0.843,-0.426178149705706,-1.91702156839065,-3.20645330486964,132.009,0.153
51,6.53e-05,0.58,290840,0.786,0.207,-0.774357235985488,-2.15292552884252,-2.69562768110365,126.004,0.558
47,0.0147,0.466,244662,0.903,0.0527,-2.57308234069173,-1.79804314087306,-3.34670919637809,105.1,0.41
37,0.0462,0.66,174387,0.594,0.77,-2.03255795578099,-2.19288333961385,-3.2519156789464,91.082,0.913
33,0.425,0.695,353987,0.573,0.000905,-2.3816283003345,-1.97749777442248,-2.30258509299405,118.001,0.367
41,0.117,0.805,354893,0.794,0.315,-1.1551826401565,-1.95473318746789,-2.68531071413272,104.992,0.733
23,0.136,0.623,198621,0.933,0.589,-0.886731929632611,-1.70218864586451,-0.525939261576039,144.896,0.295
50,0.0208,0.776,325584,0.474,0.384,-2.433833379604,-2.03585342524618,-3.17485893945143,130.025,0.195
40,0.0139,0.531,208067,0.651,0.439,-2.12863178587061,-2.02550665572665,-3.42038020107893,119.967,0.0388
31,0.524,0.551,289187,0.327,0.0036799999999999,-2.10373423424888,-2.39361729978107,-3.25969781938846,75.037,0.22
35,0.000291,0.478,266400,0.869,0.243,-2.52074110279722,-1.44751854612156,-2.54465665419377,150.14,0.314
34,0.914,0.616,143480,0.433,0.531,-2.5133061243097,-2.54864723840838,-3.31593753771133,105.915,0.118
54,0.0462,0.752,139157,0.844,0.131,-2.54848563143087,-2.05710404651941,-3.22388836669175,124.013,0.78
36,0.342,0.726,360200,0.87,0.902,-2.1119647333854,-1.86682963429792,-2.30558960201434,141.962,0.677
41,0.198,0.689,480686,0.569,0.00725,-2.22562405185792,-2.17471040315649,-3.1677075382938,119.996,0.283
43,0.0157,0.833,211882,0.938,0.0718,-2.71356538179032,-1.30881582089224,-2.89860556282327,128.024,0.79
44,0.0127,0.825,155435,0.791,0.00227,-2.62831523308336,-1.67506868360223,-3.00578260940749,101.999,0.512
44,0.0111,0.659,350098,0.757,0.696,-2.05572501506252,-1.68709958492266,-3.50655789731998,139.949,0.475
36,0.0249,0.865,274013,0.65,0.000391,-2.28278246569787,-2.00208116695422,-2.29263476214088,120.03,0.557
56,0.958,0.525,291000,0.366,0.751,-1.98777435315401,-2.54520436625927,-2.63387080292796,179.956,0.0785
44,0.0291,0.691,192387,0.89,0.585,-2.43269377834107,-1.86778561031215,-3.35526844977376,125.983,0.651
42,0.00703,0.682,213157,0.585,7.04e-05,-2.25379492882461,-1.77665322398573,-3.05124498348425,88.027,0.521
67,0.0467,0.824,210547,0.745,3.29e-05,-1.6194882482876,-1.7641037161163,-2.58362262272716,139.981,0.888
43,0.154,0.568,272800,0.707,0.898,-2.14558134418438,-1.91928648255806,-3.25969781938846,93.98,0.623
35,0.00121,0.42,372667,0.968,0.891,-2.38488033572088,-2.08369842490506,-2.65926003693278,124.837,0.37
38,0.137,0.494,205160,0.357,0.667,-2.03255795578099,-2.57445396408904,-3.37260992481024,95.031,0.292
41,0.202,0.489,459147,0.506,0.676,-2.39032400730205,-2.3916375628607,-3.44828898919601,156.779,0.0387
31,0.0562,0.734,303920,0.757,0.0762,-1.2623083813389,-1.54122688535293,-1.81400507817537,127.993,0.158
32,0.932,0.434,247187,0.277,0.708,-2.48650793115497,-2.52758777928508,-3.17725415017738,133.298,0.26
59,0.238,0.481,270257,0.687,0.11,-2.23492644452023,-1.88969490143386,-2.66068962974237,145.971,0.188
34,0.0292,0.619,310240,0.721,0.892,-1.57021719928082,-2.02461253573355,-2.88598140959487,140.114,0.0397
46,0.00139,0.608,319880,0.725,0.0546,-2.52323176410967,-1.63453565044488,-1.07294454191953,136.251,0.802
60,0.013,0.708,155840,0.827,1.49e-05,-0.685179010910768,-1.66201815798508,-3.09444824649315,120.015,0.367
44,0.00584,0.667,265600,0.969,0.112,-0.391562202939173,-0.893784332063404,-2.24431618487007,148.997,0.278
40,0.00968,0.871,202268,0.843,0.697,-2.1982250776698,-1.75948590356593,-2.42475272696825,97.013,0.877
47,0.137,0.766,359166,0.396,0.0436,-2.95651156040071,-2.3314519982519,-3.20398721237445,113.005,0.187
44,0.106,0.621,259660,0.523,0.0634,-2.04794287462046,-2.1467229687448,-1.58963528513792,111.003,0.59
33,0.135,0.744,271693,0.563,0.626,-2.01740615076038,-2.30132249084505,-3.3214624136433,156.018,0.87
40,4.18e-05,0.597,330000,0.971,0.193,-1.37436579025462,-1.28240595657247,-3.02207624889359,82.228,0.264
38,0.547,0.765,268813,0.784,0.924,-2.50715225873532,-2.02290338299763,-2.73490765527209,126.228,0.655
48,0.252,0.879,537164,0.777,0.849,-2.42701517137222,-2.20419310497402,-2.88419089882108,110.003,0.198
39,0.107,0.58,403693,0.612,0.0365,-1.48722027970985,-2.2657171147645,-2.61046987276335,124.022,0.555
45,0.0733,0.565,283773,0.779,2.92e-05,-1.33560124680437,-1.5728491679488,-3.18931702262666,119.949,0.541
41,0.00739,0.707,244965,0.877,0.487,-2.29263476214088,-1.082932132832,-2.61866663996752,144.959,0.165
43,0.0004559999999999,0.625,320333,0.843,0.000761,-1.72036947314138,-1.72835934313521,-2.66642852641139,117.949,0.717
56,0.0616,0.387,240713,0.758,2.26e-05,-2.13707065451647,-1.40845226948183,-2.85076650330381,127.947,0.132
28,0.00185,0.612,631240,0.866,0.13,-2.21640739675299,-2.06612310829301,-3.03655426807425,134.054,0.172
36,0.0273,0.689,255238,0.814,0.000106,-2.24431618487007,-1.62031391569499,-3.38729447649316,126.044,0.177
40,0.206,0.818,309055,0.487,0.714,-2.1982250776698,-2.19620558060248,-1.66600826392249,141.99,0.35
35,0.0112,0.866,224836,0.906,0.348,-3.26491976336961,-1.43694181226675,-3.03863977456527,126.084,0.267
28,0.0476,0.67,342293,0.793,0.912,-2.6394574096366,-1.56703376539124,-3.48024058900261,93.802,0.671
45,0.794,0.756,222250,0.518,0.0452,-2.29263476214088,-1.90598298687719,-2.60911025324731,107.035,0.27
21,0.00748,0.282,279880,0.777,0,-1.84516024595517,-1.89435071728911,-2.71055333132033,127.191,0.345
28,0.0104,0.93,318894,0.76,0.793,-2.49859997692,-1.8234583841262,-0.901402119380404,139.985,0.62
34,0.142,0.629,283520,0.901,3.95e-06,-2.36233509739982,-1.69976928818336,-2.89498237045385,79.991,0.637
22,0.00716,0.703,166957,0.939,0.173,-1.82635091399767,-1.39075541637633,-2.9058915695542,127.976,0.332
42,0.0136,0.878,208745,0.557,0.235,-2.56915820223559,-2.22344081312563,-2.871746293773,115.064,0.66
43,0.00598,0.625,332387,0.742,0.00288,-2.38488033572088,-1.99272355880702,-3.55785119170753,112.639,0.508
26,0.0145,0.58,201694,0.72,0.598,-1.26940060964839,-1.76954950391483,-2.75200208863139,143.816,0.16
61,0.0508,0.813,271219,0.569,0.0016,-2.88240358824699,-1.82395949945981,-3.06187207605854,123.028,0.18
32,0.0846,0.616,243960,0.834,0,-0.478035800943,-1.70218864586451,-3.16533505794017,123.01,0.863
44,0.092,0.6,253746,0.548,0.786,-2.43155547429101,-2.23223876464103,-3.52336501563636,155.942,0.82
48,0.00042,0.775,376815,0.67,0.0179,-2.35282630943079,-1.67221263597596,-3.2188758248682,140.019,0.365
33,0.0147,0.198,34459,0.397,0.513,-2.1119647333854,-2.40847696794892,-3.14888345304817,86.788,0.0395
33,0.154,0.676,237267,0.715,0.925,-2.14558134418438,-2.17308811599264,-3.55085815621656,104.024,0.759
43,0.00187,0.407,866773,0.888,0.104,-1.76026080216868,-1.45464227575196,-1.09961278900169,123.95,0.293
50,0.000289,0.583,272893,0.961,0.000889,-1.1679623668029,-1.2803758661803,-1.89711998488588,145.016,0.174
33,0.00732,0.806,208552,0.846,0.255,-0.85566611005772,-1.11172040656282,-0.921303273697699,145.112,0.479
26,6.46e-05,0.802,491901,0.747,0.881,-2.58494800396823,-2.01439612713054,-3.00376444525126,120.981,0.208
58,0.00943,0.507,282273,0.934,0.0018,-1.50507789710986,-1.32477152818691,-1.67131331615219,175.954,0.471
39,0.321,0.584,384093,0.433,0.923,-2.39470038190185,-2.44353424943599,-3.67695088324866,100.01,0.0721
28,0.000856,0.439,229846,0.835,0.0265,-1.9173226922034,-1.82325786085146,-1.11169752821677,129.892,0.295
32,0.731,0.23,128640,0.424,0.3,-1.86433016206289,-2.24573678328368,-3.33540964112415,97.627,0.391
37,0.0531,0.441,262467,0.676,0.491,-2.15416508787577,-2.30809998495549,-2.57833859458055,218.03,0.762
33,0.00886,0.564,242660,0.598,0.786,-2.40351101158401,-2.1290005376555,-3.50323010722731,129.998,0.374
27,0.0389,0.673,241200,0.717,0.669,-2.24431618487007,-2.02996546003176,-3.26491976336961,81.962,0.624
45,0.015,0.608,272143,0.783,0.000846,-1.03845836584836,-1.80941568188265,-2.01740615076038,139.994,0.41
44,0.00223,0.581,548560,0.897,0.748,-3.74228023084105,-2.09165242517318,-2.75671537308349,134.997,0.677
55,0.384,0.737,194735,0.457,0.381,-2.26336437984076,-2.04458216446056,-3.38434026459573,147.947,0.447
25,0.437,0.626,71228,0.646,0.946,-1.73160554640831,-2.20631792705765,-3.11451580954396,160.012,0.587
44,0.405,0.709,234000,0.672,1.55e-06,-2.07944154167984,-1.9024898106528,-1.58474529984373,104.983,0.746
41,0.074,0.655,175613,0.823,0,-2.58229899579665,-1.66274187597682,-2.32995628979018,133.919,0.364
21,0.000354,0.343,263267,0.955,0.0502,-2.17155683058764,-1.33401354181719,-2.4013010659332,164.95,0.543
65,0.009,0.704,331267,0.989,0.0443,-2.50838000597364,-1.718934801066,-2.61729583783375,127.992,0.123
34,0.00141,0.504,166562,0.946,0.00526,-0.324346056823372,-1.0871789689655,-1.09362474715707,174.104,0.394
38,0.00936,0.726,250000,0.703,0.114,-2.1803674602698,-1.90973763562705,-2.99773427622466,120.954,0.434
25,0.000167,0.479,192012,0.98,0.171,-0.994252273343867,-1.50059235863596,-0.825536368605691,149.927,0.224
33,0.0363,0.659,168000,0.932,0.000421,-2.01740615076038,-1.70677801465357,-2.07944154167984,100.034,0.394
40,0.0355,0.535,334467,0.699,0.216,-1.03845836584836,-1.92739624007505,-3.0878475624618,113.022,0.258
23,0.00255,0.307,243000,0.904,0.683,-1.07880966137193,-1.74109764714282,-1.63475572041839,139.995,0.0951
42,0.035,0.576,320173,0.463,0.0835,-2.31263542884755,-2.0817004093317,-3.56489347433295,110.048,0.404
50,0.0463,0.331,339310,0.668,0,-1.48280526150073,-1.46852954288845,-3.18206185174548,145.133,0.152
42,0.76,0.728,227022,0.541,7.96e-06,-2.38054663446376,-1.95071199071611,-2.62831523308336,126.082,0.558
29,3.9e-05,0.568,378693,0.709,0.0034799999999999,-1.10866262452161,-1.83590456482339,-3.49331267056996,122.987,0.211
46,0.872,0.619,228867,0.564,0.926,-1.83258146374831,-2.20330083015632,-3.53016776295912,131.908,0.787
36,0.157,0.685,351907,0.652,0.0085,-2.1982250776698,-1.95752081377687,-3.00983119793349,119.989,0.521
53,0.123,0.756,275400,0.843,0.0339,-2.04794287462046,-1.678151784554,-2.80511191394534,144.062,0.21
31,0.125,0.485,352000,0.919,0.965,-2.10373423424888,-2.10384782063276,-2.73183072976761,79.988,0.432
28,0.00396,0.771,233600,0.64,4.52e-06,-2.30960970793101,-1.78275716288372,-1.86433016206289,74.987,0.424
34,0.0466,0.537,186203,0.797,0,-0.145025772050258,-1.74657834825919,-1.13631415585212,84.444,0.384
61,0.262,0.374,201600,0.886,0.000985,-2.3870542496205,-1.58793000937222,-2.79197543603997,150.082,0.113
54,0.00112,0.905,264000,0.838,0.839,-0.49758039701597,-1.89805895953611,-2.99773427622466,126.007,0.464
44,0.359,0.467,210000,0.793,0.00417,-2.24431618487007,-1.94129364243477,-2.4949569856415,182.949,0.269
34,0.0189,0.658,412220,0.602,0.761,-2.47574871200323,-2.31620564870687,-3.3214624136433,99.991,0.132
36,0.281,0.464,329733,0.579,0.827,-2.31061726469131,-2.0905089455963,-2.82009970491083,171.752,0.14
40,0.00355,0.618,269333,0.859,0.00103,-1.70925824771631,-1.68709958492266,-1.01887732064926,89.95,0.103
42,0.303,0.94,278117,0.459,4.94e-05,-2.07147337203066,-2.00049987505206,-2.88061946645349,107.006,0.304
34,0.0142,0.569,159880,0.988,0.92,-0.45886588483528,-1.59017415652311,-0.978166135592243,127.938,0.142
37,0.435,0.664,236520,0.691,0.00809,-1.98777435315401,-2.02939906338963,-2.43840481613658,83.047,0.756
54,0.133,0.384,208798,0.963,0.0118,-1.3509272172826,-1.80113097647853,-1.62455155024415,192.393,0.449
35,0.0282,0.723,338241,0.63,0.745,-2.07147337203066,-2.10625497126857,-3.27809518452817,99.989,0.039
30,0.405,0.746,393573,0.431,0.657,-3.03239625792558,-2.03480737571504,-3.1629681929299,128.033,0.395
39,0.0444,0.466,233707,0.996,0.00129,-0.433864582629862,-1.62094848688687,-0.884307686021104,172.016,0.254
31,0.835,0.312,586518,0.523,0.000123,-2.06356819252355,-2.01865871811982,-2.99773427622466,119.846,0.0511
38,0.021,0.685,297627,0.979,0.76,-2.67075441635851,-1.68310837979039,-2.91139112512024,109.955,0.322
52,0.594,0.722,188592,0.375,0.234,-2.05572501506252,-2.0227404558559,-3.30770703857482,89.982,0.101
32,0.00058,0.664,183135,0.83,0.113,-1.08175517160169,-1.71236656924765,-3.07261331788995,94.812,0.906
46,0.0136,0.719,252267,0.93,0.0701,-1.19732826160727,-1.71904760686768,-2.70008203145303,126.013,0.806
40,0.0368,0.226,265200,0.403,0.205,-1.60445037092306,-2.52110139140356,-3.11226608980994,163.959,0.294
32,0.956,0.39,304000,0.426,0.894,-2.2730262907525,-2.5052157773657,-3.10109278921182,180.196,0.314
45,4.48e-05,0.487,341107,0.723,0.383,-0.199671195129068,-2.23390990286824,-1.94491064872223,138.007,0.391
46,0.00139,0.449,297560,0.967,0.000455,-1.50507789710986,-1.62018694179621,-2.24431618487007,104.478,0.176
51,0.723,0.865,307547,0.443,0.144,-2.433833379604,-2.41974452599882,-1.83258146374831,96.023,0.689
33,0.321,0.633,208520,0.945,0.0124,-2.29263476214088,-1.5470982825667,-2.29263476214088,134.941,0.781
33,0.103,0.581,151475,0.915,1.08e-05,-2.38271113747333,-1.69013898930417,-2.64226246056421,122.089,0.306
30,0.0302,0.603,225067,0.593,0.229,-2.3496767005279,-2.00681011815886,-3.2570970376884,191.978,0.825
33,0.00804,0.654,227202,0.984,9.82e-06,-0.951917909517306,-1.26243586904251,-1.15201306539522,125.448,0.0777
50,0.0033399999999999,0.681,315585,0.915,0.0817,-1.03845836584836,-1.81449206265704,-3.17008566069877,118.027,0.607
50,0.718,0.647,263689,0.397,0.0648,-2.32892906833365,-2.36535888425328,-2.50592601701208,179.868,0.179
33,0.0626,0.794,300125,0.626,0.00282,-2.14558134418438,-2.02501905179454,-2.63387080292796,90,0.609
46,0.384,0.605,205042,0.912,0.00164,-1.22077992264232,-1.67101973170752,-1.02165124753198,139.727,0.399
37,0.0611,0.675,285947,0.611,0.119,-2.65072513448294,-1.74460926164245,-3.2754461763566,183.947,0.519
35,0.000991,0.649,251453,0.961,0.603,-2.69119308403579,-1.79659851448514,-2.808423175249,122.925,0.592
37,0.333,0.793,509107,0.479,0.907,-3.57912859015482,-2.20761821708892,-2.49859997692,95.99,0.645
24,0.0814,0.696,228867,0.886,0.643,-0.994252273343867,-1.99924971857409,-3.26230538279554,119.007,0.831
43,0.000396,0.752,192187,0.878,0.0346,-2.62279035715139,-1.59004232314857,-2.04794287462046,111.979,0.156
33,0.261,0.811,172143,0.759,4.96e-05,-1.65548185093551,-1.41945624886375,-1.48722027970985,125.919,0.2
53,0.0125,0.465,230246,0.816,3.63e-05,-2.41799594450537,-1.50354716071073,-2.37946613733,192.041,0.343
35,0.56,0.509,317600,0.431,0.912,-2.10373423424888,-2.39774092980685,-3.0597376035299,178.161,0.178
40,0.0563,0.754,219150,0.554,0.373,-0.763569644856491,-2.2255290582167,-3.11226608980994,89.5,0.374
36,0.131,0.753,183507,0.8,0.0026899999999999,-0.796287939479459,-1.86366794603338,-0.991553216374702,84.015,0.606
40,0.331,0.791,261587,0.83,0.0359,-2.17155683058764,-1.95272465927932,-2.3979952777987,124.011,0.63
32,0.264,0.434,297187,0.568,0.933,-2.64789627828246,-2.59451506438688,-3.45776773315055,124.999,0.202
37,0.118,0.328,299970,0.699,2.03e-06,-2.1803674602698,-1.87700821869988,-3.17008566069877,96.749,0.38
37,0.184,0.816,187320,0.364,0.809,-2.25379492882461,-2.41883330598195,-3.54391368386375,99.064,0.362
39,4.06e-05,0.515,249467,0.708,0.434,-2.30258509299405,-2.13215809835177,-3.43268804875353,97.772,0.486
38,0.0598,0.438,316600,0.913,8e-06,-2.23492644452023,-1.64581123009715,-2.45573627248822,96.959,0.329
52,0.00389,0.526,389200,0.776,0.841,-2.4476108650443,-2.07025333935609,-2.81842325858358,132.996,0.0504
29,0.0003129999999999,0.389,245787,0.823,0.279,-0.310609577095486,-2.16037887729728,-3.22137895508632,139.126,0.366
36,0.036,0.631,166758,0.94,0.0314,-1.06711362160874,-1.37188828007962,-2.48051630148671,150.033,0.359
23,0.789,0.44,633347,0.644,0.862,-2.31769873080409,-2.15400371688775,-3.03863977456527,104.923,0.281
32,0.129,0.391,403493,0.647,0.923,-1.02722229258144,-2.19572171305994,-3.24676102835774,139.842,0.241
37,0.0017699999999999,0.707,297055,0.825,0.555,-1.17441400208439,-1.89889131995249,-3.24163281199082,121.072,0.614
54,0.00143,0.492,214400,0.925,0.0574,-1.01611106715637,-1.62158256162173,-1.25526609871349,150.153,0.463
39,0.0203,0.604,409587,0.913,0.822,-1.54177926396029,-2.0347268658085,-2.7854713480708,149.997,0.555
58,0.0941,0.728,291600,0.612,0.188,-0.918793862092274,-2.16202028629876,-2.99773427622466,130.016,0.437
44,0.268,0.503,244400,0.952,0.272,-0.133531392624523,-2.10354653925665,-0.558616287602339,126.345,0.174
26,0.0134,0.625,208000,0.752,0.219,-2.06356819252355,-1.46185290485636,-1.91054300521802,174.042,0.245
40,0.000117,0.575,188800,0.952,0.161,-2.65214256916391,-1.42915071744628,-2.94694210938456,150.014,0.106
23,0.778,0.459,178837,0.426,0.814,-0.466808738349216,-2.63103825382708,-3.07261331788995,108.985,0.0393
30,1.96e-05,0.523,273107,0.989,0.644,-2.21640739675299,-1.31789840049531,-2.07944154167984,174.039,0.207
51,0.0459,0.664,208425,0.85,9.75e-05,-1.53711725085447,-1.51887266363497,-1.41469383564159,148.024,0.274
43,0.0104,0.634,155625,0.97,0.0667,-1.61445045425764,-1.5231950337326,-2.47574871200323,127.936,0.178
43,0.0973,0.783,386267,0.411,0.697,-2.81507877386073,-2.69578675299697,-2.44184716032755,100.897,0.85
22,0.0542,0.525,266400,0.721,0.000461,-0.311974765020825,-2.13640237525265,-2.72876324269975,179.989,0.513
34,0.385,0.331,294196,0.582,0.475,-1.99510039324608,-2.07908181860962,-2.52323176410967,75.033,0.207
35,0.00419,0.524,207529,0.789,0.0033299999999999,-1.6194882482876,-1.64507253554994,-1.84516024595517,169.995,0.153
31,0.268,0.477,166987,0.998,0.635,-0.592397277459802,-1.34238973579624,-1.30195321268614,127.427,0.0848
37,0.0583,0.422,390973,0.678,0.371,-1.20064501423326,-2.22310363183795,-3.00983119793349,94.65,0.195
38,0.765,0.458,340853,0.464,0.835,-1.95192822138088,-1.99314318557961,-3.47054745979695,143.925,0.135
43,0.107,0.503,292308,0.532,0.000108,-1.39836694235416,-1.75765355352927,-3.12812146159974,155.87,0.369
28,0.0306,0.909,218707,0.537,0.926,-2.2730262907525,-1.90212136098529,-1.8578992717326,90.003,0.572
41,0.0046,0.552,199390,0.886,4.99e-06,-0.612489277542491,-1.43823214122342,-2.34549259400532,112.077,0.115
27,0.00694,0.465,198457,0.909,0.0979,-2.15416508787577,-1.70310849940527,-3.27809518452817,75.028,0.623
40,0.77,0.867,233036,0.631,0.658,-2.72570513634093,-1.98013671130318,-2.3870542496205,134.01,0.781
42,0.558,0.835,233447,0.58,0.000752,-2.16282315061889,-2.07172998275215,-1.66600826392249,100.007,0.841
25,0.00328,0.635,249767,0.889,0.38,-2.22562405185792,-1.62196276856688,-3.14423228187243,129.005,0.0539
51,0.00957,0.751,260697,0.897,2.88e-05,-1.11169752821677,-1.53233499390364,-3.06187207605854,149.28,0.482
36,0.36,0.73,228091,0.908,0.304,-1.94491064872223,-1.68698246589522,-2.52948569318597,139.927,0.628
45,0.0464,0.776,161905,0.64,0.00191,-0.776528789498996,-2.18934239341071,-1.13943428318836,126.08,0.136
49,0.00195,0.778,361070,0.933,0.807,-0.507497833673316,-1.78829858199646,-1.54177926396029,124.993,0.535
29,0.253,0.816,162093,0.558,0.0366,-1.24827306322252,-2.56288493126765,-1.05268335677971,79.897,0.247
69,0.623,0.638,303373,0.535,0.0391,-2.48051630148671,-1.98251423622477,-3.18206185174548,84.947,0.504
41,0.0631,0.883,255201,0.64,0.45,-2.31465767422831,-2.17611912283993,-1.04128722204884,80.001,0.663
51,0.177,0.803,203215,0.552,0.000187,-2.4476108650443,-1.81327632221759,-1.61445045425764,125.01,0.208
33,0.0421,0.329,223652,0.662,0,-3.43889924884617,-1.96996796223676,-2.12863178587061,159.212,0.258
37,0.985,0.217,190040,0.138,0.0374,-2.18925640768704,-2.60727744169373,-3.01797788250131,169.75,0.0762
40,0.168,0.493,372618,0.804,0.924,-2.80016549001002,-2.05236688744634,-3.5098967985855,93.988,0.0358
34,0.0139999999999999,0.717,195484,0.582,0.000609,-1.91054300521802,-2.01003291943808,-2.5408422821183,93.988,0.585
25,0.116,0.789,207000,0.474,0.0436,-3.1629681929299,-2.23751105349137,-3.40219788199574,114.746,0.688
45,0.000325,0.63,234240,0.918,0.626,-2.2730262907525,-1.71588343109789,-3.18931702262666,126.322,0.485
31,0.031,0.718,95077,0.77,0,-0.911303190363116,-1.81893589932687,-3.39322921201298,92.974,0.233
46,0.716,0.589,366970,0.587,0.845,-2.30258509299405,-2.44001209346331,-1.17765549600856,149.024,0.568
59,0.208,0.593,220800,0.569,0.00442,-1.50959257746438,-1.91937696798946,-1.80788885115794,149.908,0.3
47,0.357,0.44,312814,0.526,0.00577,-2.39689577246529,-2.1774557192623,-3.43578882643177,128.017,0.115
25,0.48,0.89,200960,0.856,0.216,-0.837017550979647,-1.88595366238359,-1.99510039324608,122.653,0.919
36,0.0796,0.61,374445,0.606,0.338,-2.22562405185792,-2.00705839356881,-2.87351464082974,84.475,0.643
31,0.225,0.646,269627,0.879,0.899,-1.06421086195078,-2.04529956177012,-2.8877751320489,88.013,0.107
40,0.00413,0.636,376173,0.898,0.5,-1.65548185093551,-1.84486033857378,-2.3633972323908,81.557,0.439
35,0.843,0.552,288600,0.256,0.918,-2.24431618487007,-2.60869867551985,-3.4867552700238,95.028,0.0399
33,0.508,0.696,316173,0.535,0.48,-0.933945667112876,-2.0588355501499,-2.92807362508018,120.001,0.135
56,0.00172,0.532,236800,0.949,0.928,-1.17765549600856,-1.57446441855033,-2.91139112512024,149.996,0.604
38,0.0009429999999999,0.75,241127,0.635,0.363,-0.616186139423817,-1.84466444153609,-2.98975020187644,135.032,0.617
50,0.00547,0.412,382765,0.903,8.61e-05,-0.95711272639441,-1.81256638678759,-2.59160138845896,121.08,0.106
39,0.0209,0.452,291507,0.956,0.721,-1.81400507817537,-1.76901708436653,-3.24419363285249,105.983,0.296
45,0.304,0.306,289733,0.429,1.89e-06,-1.90380897303668,-2.11523314872258,-3.61562899237434,121.968,0.174
38,0.109,0.672,109606,0.774,0,-1.96611285637283,-1.92217779506592,-1.50959257746438,127.03,0.53
40,0.117,0.297,487080,0.556,0.0186,-1.3704210119636,-2.10512730483005,-3.19418321227783,128.73,0.0695
35,0.00744,0.717,207224,0.882,0.384,-1.54646311327271,-1.87312108074519,-1.00785792539965,170.1,0.524
48,0.344,0.572,299573,0.323,0.00742,-1.82015894374975,-2.31053765837373,-1.50058350752202,118.106,0.104
23,0.504,0.267,240763,0.46,0.511,-1.15836229307388,-2.15873497028458,-3.36969871460278,119.964,0.0811
48,0.00464,0.602,284947,0.695,0.43,-2.42136862898401,-1.90616648384442,-3.57198570264244,103.002,0.733
